dataset,map4,morgan,ap
HERG,0.3574708948723674,0.5361479405939114,0.5597744295366172
HERG,0.37723515465807045,0.5427868491329608,0.5630786300390274
HERG,0.37871635233865675,0.5653435021905568,0.5874594989063988
HERG,0.3668048025611538,0.5384894195807232,0.5665696668534947
Caspase,0.7138586776839531,0.8005856458115481,0.8279195022354928
Caspase,0.7190950566135816,0.7896315417514282,0.8196455207466362
Caspase,0.7572500165635336,0.845722841962312,0.8514506619161512
Caspase,0.7453668454618678,0.8361961462920233,0.8321673719524787
Caspase,0.7480845619478785,0.8260068930981606,0.8498956980497802
Dihydrofolate,0.4102182610146138,0.4973946972040211,0.4762440947058234
Dihydrofolate,0.372695331492946,0.40827361613689384,0.40024372663619723
Dihydrofolate,0.4407852804339437,0.48808447697874124,0.5031974052461243
Dihydrofolate,0.533058110591231,0.5821520373818808,0.5636840909155489
Dihydrofolate,0.3239855676201271,0.4152414918495708,0.43293331025405113
Dopamine,0.47211399276622523,0.5900390613740341,0.5861363834250806
Dopamine,0.47518261027968,0.5220247109314202,0.5721313488893112
Dopamine,0.3873491723685879,0.49055876618820904,0.4948442784878315
Dopamine,0.4957290510814577,0.5348794862643307,0.5506705390775845
Dopamine,0.3894575410719615,0.49806657300546375,0.48177848060099837
