dataset,map4,morgan,ap
A2a,0.7292495576792644,0.7379823674226169,0.7260602337180899
A2a,0.3890838738018677,0.39979710776212596,0.45300732844466396
A2a,0.6244545901135774,0.6512665063265265,0.6782558530627284
A2a,0.56700587238086,0.5780711977158315,0.6057877719633082
A2a,0.7893057183458683,0.8773010483169588,0.8424801796153747
HERG,0.4307413002648043,0.538613634106353,0.5706654293812196
HERG,0.4458310620521677,0.5439322097841586,0.5442486800647027
HERG,0.44586130934594326,0.5699436071184795,0.6043396856147618
HERG,0.44895609537409653,0.5624020303688413,0.5951045290515369
HERG,0.44351914342867516,0.5555229901346792,0.5848698152177344
Caspase,0.7942945390710362,0.8369253088142709,0.8219614573850327
Caspase,0.8249501447330942,0.8525734101764836,0.8465524951009402
Caspase,0.8235758556440214,0.8642603559483704,0.8491017381927948
Caspase,0.8205330421620186,0.8589573093980636,0.8410460583548021
Caspase,0.8103624542311566,0.8583871627944105,0.8504572676311741
Dihydrofolate,0.447278917803292,0.4482465149006405,0.44185354499059604
Dihydrofolate,0.4170629321242575,0.40810860506524504,0.4334986688381627
Dihydrofolate,0.5314156966700236,0.5706891557825813,0.541085242906248
Dihydrofolate,0.48240590360465896,0.5733929506757487,0.5540887903984747
Dihydrofolate,0.5734483562406667,0.573267100879348,0.6175767027188217
Dopamine,0.5183086124305605,0.6161601652615083,0.6657643255212078
Dopamine,0.46518539404917314,0.5212019358929351,0.5192836053571956
Dopamine,0.5028782282275814,0.615989126208664,0.6301559240891266
Dopamine,0.41547103021284537,0.49336770097658267,0.4698096920364283
Dopamine,0.43535837525967225,0.5591518826208229,0.5355054935265268
