dataset,map4,morgan,ap
Coagulation,0.5211695626324824,0.6234345560355806,0.6196593442088063
Glycogen,0.5147048357320438,0.6171384691702172,0.6141580663323116
Glycogen,0.478832121838634,0.5718261123960396,0.560809870231946
Glycogen,0.5241691969795991,0.6067420449196463,0.626502311775188
Glycogen,0.4703292837391416,0.5737558005791283,0.5701192770505823
Glycogen,0.46095088933496897,0.5480999106351025,0.5448411058167066
erbB1,0.6478469105264641,0.7045188639305957,0.708094462383526
erbB1,0.6755175745444357,0.7524102564985498,0.7370307214979597
erbB1,0.6596471489760489,0.7289598842290572,0.7226424988241478
erbB1,0.668628134435936,0.7282677637807345,0.7265306601528485
erbB1,0.6578975671156162,0.7194727475897217,0.7118425765936391
Ephrin,0.5016311665642175,0.6262026320497367,0.6029978452075282
Ephrin,0.49973737279126096,0.6130418122509638,0.6284695019095331
Ephrin,0.5047426821086919,0.6058708584171428,0.5949284746812569
Ephrin,0.5381538476989268,0.6184390044232567,0.627955849888514
Ephrin,0.5656802902306489,0.6326087085540566,0.6459381908753035
ABL1,0.5955395102883948,0.646799495907443,0.661061959762187
ABL1,0.5545951970946195,0.6692843143587806,0.6392404870515199
ABL1,0.5730348003760664,0.646158157751749,0.6824148814772895
ABL1,0.5634403324261368,0.64723906146732,0.6407986746100216
ABL1,0.5715967062749254,0.6758922836220367,0.6760210611966285
Monoamine,0.5149999329713097,0.6148493180929047,0.6242971702737519
Monoamine,0.5483573956851244,0.6278533820283625,0.6395374894755341
Monoamine,0.5147258231438833,0.6268394167006216,0.646606502992189
Monoamine,0.5658134493617445,0.6369705533607006,0.6545231257664672
Monoamine,0.6064491416806835,0.6720311754415695,0.6869779235027702
LCK,0.5645604518954648,0.6340773760835889,0.64094950191311
LCK,0.5270146639176195,0.5718611375910299,0.6007472940279142
LCK,0.5839356355108118,0.6164796753476995,0.6358847724652505
LCK,0.5575694969980278,0.6375450025698771,0.6343577865745953
LCK,0.5273410859511987,0.5398086229959129,0.5637569503073758
Estrogen,0.7198931195223028,0.7869981589103248,0.7988974408827434
Estrogen,0.6817708467527356,0.7600611381319573,0.7770129268168021
Estrogen,0.7099143145330647,0.7746652640903312,0.7841024263712261
Estrogen,0.6685930310997248,0.7507296961856489,0.7665845416605304
Estrogen,0.7157347273352859,0.7648963738004316,0.7861487270994415
B-raf,0.6857843534683898,0.729835457341681,0.7702497773782166
B-raf,0.6899952788616704,0.7541048488976444,0.7610599496169907
B-raf,0.6910054070926643,0.7165116847015968,0.7440234922792613
B-raf,0.7098354526027713,0.7474589275596891,0.7642977237960081
B-raf,0.7191947752121788,0.724086546899767,0.7534960259764032
Cannabinoid,0.576964949771,0.6221950592522596,0.622875702823404
Cannabinoid,0.6471533151221198,0.7051871273111958,0.7226833379281714
Cannabinoid,0.6028279694082115,0.6644380275508361,0.6738647263617619
Cannabinoid,0.6393920943350541,0.6956614046052704,0.6945749603906142
Cannabinoid,0.5803323563510738,0.6692883448810651,0.6776538869480337
Aurora-A,0.626858236397099,0.6936619933664503,0.6931447830498563
Aurora-A,0.6151719069495878,0.6882574742196033,0.6710074990315524
Aurora-A,0.6779285062322026,0.7441964826290473,0.7458657073833693
Aurora-A,0.5814370738607629,0.6771443595408101,0.6577678000839354
Aurora-A,0.6286433332973949,0.7034762876852646,0.6905853628363154
A2a,0.667798483457737,0.7463750097641567,0.7441305577848342
A2a,0.6720335259501159,0.7283788739831087,0.7082799489486731
A2a,0.6472818661282251,0.6730873663427879,0.7057684584094424
A2a,0.5106410935395741,0.6273875363922532,0.6419601857548717
A2a,0.578825937604661,0.7069545273056554,0.6666523509041107
HERG,0.4330341214204344,0.5652684379185171,0.5711721383979281
HERG,0.44515168836396835,0.5611564120910202,0.571411829964632
HERG,0.4474423962446522,0.5699704928300295,0.5711530866060718
HERG,0.4142886214646083,0.5311905832954359,0.5414738839490179
HERG,0.4605985683646354,0.5862685817823958,0.5892181419281443
Caspase,0.834201493104494,0.8733754287469432,0.8664043392205903
Caspase,0.8159420368398228,0.8641923606129425,0.8593191706899574
Caspase,0.8157974814035455,0.8816105079551322,0.8616963693854397
Caspase,0.8067596751866605,0.8544352980326615,0.8485159345147473
Caspase,0.7987707612060834,0.8444434007739181,0.8492171718880452
Dihydrofolate,0.487132132937407,0.5769681134783642,0.5412921209446191
Dihydrofolate,0.4313071938048032,0.49883390327512267,0.46341357102330905
Dihydrofolate,0.528332775235286,0.566567874004577,0.561927310994471
Dihydrofolate,0.40252481166819043,0.4895083352106493,0.4872163105642344
Dihydrofolate,0.4845708583833316,0.5601146279791025,0.5589239327302409
Dopamine,0.410536817895248,0.4608995847603292,0.4154485837458294
Dopamine,0.5342997781516543,0.5106824091797444,0.571794486489828
Dopamine,0.5374262490780031,0.5788769331593357,0.5755809785907042
Dopamine,0.5065877291470373,0.5573651076794341,0.5944468735665904
Dopamine,0.4444511319769745,0.4568008583066997,0.4888519092789274
