dataset,map4,morgan,ap
Cannabinoid,0.5788049411719371,0.6500372153391896,0.6578657162169154
Cannabinoid,0.6673849251278325,0.6946467065810717,0.7044944434915282
Aurora-A,0.5976221639103791,0.6759053757890902,0.6887812790406287
Aurora-A,0.6594885076979435,0.7196971664883474,0.7185561904992546
Aurora-A,0.5959958000760939,0.6629475270624552,0.6708335698514065
Aurora-A,0.6194951384015783,0.697114732444222,0.6845966461128024
Aurora-A,0.6079491092247686,0.6534223537103756,0.6476923397798746
A2a,0.34380647018404364,0.2691288444499703,0.4122504790396484
A2a,0.6365865988572944,0.6731231709261871,0.7064822416079137
A2a,0.5715432592734448,0.7409676470082264,0.7135030843316459
A2a,0.7091928377243699,0.7357920907871629,0.7941434012590711
A2a,0.6879459626406761,0.6768028102446985,0.7616095239106482
HERG,0.48097907355758374,0.5825069278041279,0.6108831642547365
HERG,0.4452175910151912,0.5158446503882186,0.5533101263180928
HERG,0.4658846974402967,0.5726998090783864,0.588253944162124
HERG,0.4643314167920676,0.5937496004584741,0.6211222275696688
HERG,0.45958652618284324,0.5779722318817582,0.5706322927676621
Caspase,0.8148819337833141,0.8605508297711533,0.843929462408177
Caspase,0.8333246001829631,0.862035977614011,0.8518567729136566
Caspase,0.8018479058591292,0.8514406189988244,0.8160663242829862
Caspase,0.8100566012813627,0.8378087715770333,0.8308790124157734
Caspase,0.795079630216337,0.8507853808497543,0.8302740913196834
Dihydrofolate,0.5114666266219143,0.5906336880786942,0.6098497632200528
Dihydrofolate,0.5027312572228066,0.5419168013516013,0.5536505463975963
Dihydrofolate,0.4846309524595882,0.48411999442677156,0.49630931923076926
Dihydrofolate,0.5260920337484936,0.5984640672603359,0.5950976964550935
Dihydrofolate,0.5359073035454762,0.4922725964989616,0.5069713988100988
Dopamine,0.5136448984931132,0.6008415268978835,0.5877376031727486
Dopamine,0.4446790384656283,0.5191755901283983,0.6034806098500063
Dopamine,0.5269613564750573,0.563093846502565,0.5063980822336058
Dopamine,0.534204951569254,0.5603386006752614,0.5360656721337597
Dopamine,0.436109873238952,0.5182649369167918,0.5066986267128917
