dataset,map4,morgan,ap
Caspase,0.8113527637390489,0.8597656913539586,0.8368746914385008
Caspase,0.784054859387818,0.848573493854162,0.828599930998177
Caspase,0.7917470257083576,0.840024763782302,0.8231015555199377
Caspase,0.8296672767733232,0.8839591655405072,0.8605324902051819
Dihydrofolate,0.5127477333114544,0.5987034964344183,0.5723108065381441
Dihydrofolate,0.5771157445207972,0.5650219498719488,0.523754481960994
Dihydrofolate,0.5130718911032295,0.5178204135320237,0.5290899118835147
Dihydrofolate,0.472477235618631,0.4923861342407371,0.5597105499361388
Dihydrofolate,0.5296789021786314,0.5451430974930978,0.508682923763756
Dopamine,0.5588537255500339,0.5965743891519111,0.6534661413943572
Dopamine,0.44918500142279794,0.5136855358155725,0.48909361739725576
Dopamine,0.44064885467098225,0.5491198179304118,0.5659921871199289
Dopamine,0.44457438662512494,0.5508340495381718,0.5181094308666685
Dopamine,0.4149708727981324,0.5476114224849866,0.5266490969733251
