dataset,map4,morgan,ap
Estrogen,0.6407531098474514,0.7382670687083734,0.7667355504586888
B-raf,0.6713848846915076,0.7133513333296172,0.7215325424005952
B-raf,0.6617011791117012,0.683283868975435,0.722533847461639
B-raf,0.6697578742712367,0.7153659807995668,0.7164707057871704
B-raf,0.6577144209929906,0.7245340939897276,0.7422887378240564
B-raf,0.6733965222581932,0.7074557617820776,0.7487239198989444
Cannabinoid,0.5945562781356406,0.6584874549335685,0.6577783512904058
Cannabinoid,0.5854116494995192,0.6451662414363661,0.6665512596463725
Cannabinoid,0.5976356626455546,0.6842413123505162,0.6913191265447549
Cannabinoid,0.6061960579567797,0.6808340414255409,0.7166771154280186
Cannabinoid,0.5831400617338354,0.6575677628893053,0.669713608683838
Aurora-A,0.5935791929888468,0.6686756083920409,0.6760207367371642
Aurora-A,0.6509514494893937,0.6953330698495839,0.7002461212262341
Aurora-A,0.6399075735213076,0.690938984727332,0.7032245314870903
Aurora-A,0.5851767338102611,0.6506198329835086,0.6629000586947169
Aurora-A,0.6316902694545278,0.7238766342199641,0.7117275279055003
A2a,0.6261740227614208,0.6775514773042465,0.712297180841872
A2a,0.6419906806858793,0.7595349420779508,0.8004507302954029
A2a,0.7272906163554336,0.7536873586027246,0.7472510036838786
A2a,0.5190613305381866,0.5815763153834712,0.5925459607471315
A2a,0.35546473131350986,0.4719109292217917,0.4894192453930718
HERG,0.4350853018159827,0.5857787025449038,0.5940507594823777
HERG,0.4102610388274589,0.5341202101226042,0.5574488717479587
HERG,0.40216303520167973,0.5494143125166504,0.5830720247563865
HERG,0.4119897335916183,0.5756028871055477,0.5848914443555684
HERG,0.4033818938304533,0.5705510285760973,0.58487556904898
Caspase,0.7860204502574047,0.8257945843837227,0.830234349021979
Caspase,0.783813882822276,0.8465091601734505,0.8470509890739228
Caspase,0.7951460377844553,0.8264008850149429,0.8217899389238318
Caspase,0.7896803900895709,0.8573309465796078,0.8571426958846876
Caspase,0.7869733613905341,0.826323613053502,0.8374139397871218
Dihydrofolate,0.46179072936035503,0.5212196372150044,0.49199153754833136
Dihydrofolate,0.5078432926431973,0.5514475719967573,0.5867180281532818
Dihydrofolate,0.45823518347970793,0.4688794638664435,0.48857269089568167
Dihydrofolate,0.47553200584488975,0.5318868052549488,0.56215469706903
Dihydrofolate,0.4548259889357287,0.5051051092580765,0.5144966022252755
Dopamine,0.38638664353072905,0.39670958148325586,0.4407221066449566
Dopamine,0.4784188389277081,0.5616579147729842,0.5670974272742151
Dopamine,0.492038620355725,0.5587173498897358,0.5780790744095575
Dopamine,0.46792097578898817,0.5791161279086914,0.5596553170277634
Dopamine,0.43945466684343437,0.48214653947129305,0.5046251368590315
